gene	head	arms	legs	pelvis	fn	ls	frak	oto	heel	height	prop	fn2stu	ls2stu	fa2stu	thalamus	caudate	putamen	pallidum	hippocampus	amygdala	accumbens	chr	gene_start	gene_end
B4GALNT2	0.41721	0.89606	0.83051	-0.070382	0.4655	-0.69643	0.56741	-2.9347	0.92592	6.1094	0.15256	-0.049251	-0.68404	1.8015	0.56402	0.53472	-0.72421	0.0605	1.5718	-0.46437	0.6091	17	47209822	47247351
ABI3	-0.48386	1.8549	1.0701	0.5534	0.88144	-0.70791	1.187	-0.4904	0.63214	6.1094	0.85183	1.4162	0.73768	2.1386	0.43472	1.4401	-1.5939	-0.51522	0.27633	0.50891	0.42203	17	47287589	47300587
GNGT2	-0.93684	2.0331	1.6339	1.3089	1.325	-0.66474	1.5685	0.12112	1.0455	6.1094	2.1436	1.8416	1.495	2.739	1.2947	2.4014	-1.7367	-1.0769	0.73844	0.21278	0.30939	17	47283596	47287936
PHOSPHO1	-0.83134	2.2498	2.0816	1.5557	1.2386	-1.1173	1.7656	1.0923	0.74776	8.1293	2.8332	2.3076	2.9754	3.1309	2.6696	3.961	-2.4754	-1.2724	-0.34585	-0.96611	0.43291	17	47300728	47309009
ZNF652	0.6404	2.5992	2.1047	2.2207	2.0146	-0.31597	1.9874	1.5799	2.49	7.759	3.6913	1.2686	2.5792	2.2501	3.6567	4.8386	-0.60935	0.51067	-0.21906	-0.44982	0.078635	17	47366568	47439835
PHB	-0.22716	1.0656	0.85088	1.0152	-0.23357	0.22078	1.4369	0.70356	1.9683	8.0027	1.3284	-0.21101	1.8444	0.56952	1.3683	2.6729	-0.90189	0.27493	-1.0297	0.94742	0.76451	17	47481410	47492267
NGFR	-1.2644	0.15848	0.3501	-0.23021	-0.25666	0.72025	1.6551	1.2139	1.7055	6.6783	-0.2669	0.86174	-0.5137	0.88005	-1.1092	1.5295	-0.80387	-1.0873	-0.27351	1.6938	0.32627	17	47572655	47592382
NXPH3	1.4017	-0.32905	1.6621	0.40876	1.2847	-0.82344	1.2219	-1.1093	1.0679	3.8821	-0.39236	0.80565	0.71877	-0.54235	-0.48384	2.5833	-0.76621	0.98354	0.74725	-1.2856	1.5757	17	47653298	47661172
SPOP	2.1283	0.44316	0.33715	1.6632	2.0064	1.331	-0.27015	-0.44059	2.416	5.3144	-0.47167	0.3513	-0.43175	0.25087	0.70937	1.3552	-1.3811	2.1426	1.2125	-1.6053	0.44498	17	47676246	47755525
SLC35B1	3.0272	0.26555	0.1534	2.1443	2.79	1.7992	-0.12038	0.85718	3.1034	3.6198	-0.99319	1.1365	-0.22662	0.15373	-0.043983	1.2944	0.23691	1.0547	0.3789	-0.79111	1.2323	17	47778296	47785313
FAM117A	4.042	0.14192	0.48676	1.9568	3.2895	1.9072	1.171	1.5227	4.3915	5.5024	-0.59427	2.1877	-0.11788	0.20981	0.88478	1.8982	0.53821	1.1491	0.77113	-1.1883	1.02	17	47787687	47841518
KAT7	3.3197	0.30427	0.67323	0.82582	2.1768	1.3309	1.3725	0.97875	4.3172	5.1328	-1.0189	2.5862	0.057481	0.80468	1.4863	2.0246	0.92067	1.3286	0.97522	-1.7725	0.52808	17	47865922	47906458
FLJ45513	2.49	0.092649	0.78525	-0.065552	2.4334	0.54412	1.8336	0.43148	4.3391	4.796	-0.17037	2.159	-0.067919	0.22971	0.87657	1.6652	0.55609	1.4741	-0.11853	-2.0699	0.028652	17	47923272	47926199
TAC4	2.9003	-0.45112	0.56116	0.56412	2.8203	1.0693	3.0173	1.3048	2.9515	4.3785	0.58856	2.3196	0.39136	0.60304	1.638	1.8283	0.20478	1.6923	-0.082112	-1.625	0.60301	17	47915671	47925379
DLX4	1.8169	-0.014486	-0.61986	-0.83518	-1.4984	-1.1266	0.31001	0.084643	1.6116	3.6996	-2.0584	1.1586	-0.93484	0.3249	-0.55665	-0.3619	2.0662	0.86433	-2.0377	-1.6154	-0.74693	17	48046562	48052323
DLX3	2.8043	1.24	0.49769	0.27342	1.1643	1.4016	1.7742	-0.59161	1.4148	2.5841	0.36847	0.54344	-0.73177	0.23161	-2.7252	0.34817	1.1484	0.91691	-1.1957	-1.0908	-0.72412	17	48067369	48072588
ITGA3	1.8161	1.8205	1.5193	1.5189	1.5848	2.3899	1.3326	-0.5202	4.46	1.7498	1.5601	0.89304	-1.5445	0.24921	-1.7754	1.5223	0.59115	0.59644	-0.22913	-0.93762	-0.050112	17	48133340	48167849
PDK2	-0.72241	1.6398	2.1715	2.2897	1.3614	1.8539	1.51	-0.03585	5.2209	3.4932	1.5922	0.54748	-1.3674	0.080898	-0.038241	1.373	0.31852	1.2514	0.37668	0.61266	-0.74574	17	48172101	48188733
SAMD14	0.088961	1.1202	1.4288	1.8542	0.69885	1.7456	2.1714	1.0302	6.0125	3.8017	1.626	0.82718	-0.75703	-0.21466	1.1637	2.8191	0.80431	0.92751	-0.65769	0.53716	-0.58542	17	48188673	48207246
PPP1R9B	0.28985	1.2531	1.1506	1.7397	0.78636	2.0014	2.8729	2.6607	6.6732	3.9671	4.6257	1.3091	0.27768	-0.26037	1.1539	2.777	1.2624	1.0781	-0.48834	-0.23073	0.44439	17	48211101	48227877
SGCA	0.36018	1.2328	1.1163	1.7176	0.83266	1.9707	2.7756	2.7023	6.5214	4.1953	4.8683	1.2655	0.35262	-0.28041	1.0311	2.5736	1.167	1.0008	-0.40297	-0.13294	0.54974	17	48243240	48253293
COL1A1	1.8392	1.3162	2.0891	2.9971	3.2693	2.3728	3.6785	2.9513	8.0442	4.4267	4.9653	1.7937	1.679	0.3001	0.70213	0.39397	0.35004	2.0639	-0.16874	0.26207	2.0995	17	48261457	48279003
TMEM92	0.72532	-0.37967	1.552	2.9096	0.70442	2.5874	3.7784	2.5949	7.6327	4.2028	-0.98542	0.81764	1.7223	-0.68788	-0.83158	-0.28728	0.57214	0.53761	0.22559	1.7485	-0.49806	17	48348767	48358846
XYLT2	2.1957	-0.13968	0.16906	0.035412	-0.86591	0.71523	0.35376	-1.2583	2.3076	6.9146	0.30679	1.3847	1.2141	0.33001	0.045652	0.25432	-0.61441	1.221	-0.39274	-0.53055	-0.50167	17	48423393	48440512
EME1	2.0785	0.0007069	0.35805	-0.13027	-1.056	0.57321	0.40834	-1.5456	2.2606	6.5322	0.32399	1.6632	1.2364	0.38936	0.261	0.29319	-0.16726	1.5231	-0.79589	-1.1974	-1.1952	17	48450581	48458820
MRPL27	2.2729	-0.026606	0.35083	-0.64896	-1.0521	0.58841	0.5465	-2.1686	3.223	4.5943	0.52094	2.2537	1.4362	0.34873	0.60098	0.18277	-0.068669	1.4545	-1.2414	-1.2254	-1.2093	17	48445228	48450562
LRRC59	2.2298	0.053713	0.45811	-0.64248	-0.55314	0.66226	0.53846	-1.8154	3.8103	5.15	0.85483	2.483	1.8775	0.332	0.97865	0.27697	0.037803	1.4174	-0.75179	-1.5203	-1.0453	17	48458594	48474914
ACSF2	1.666	0.34032	0.98921	0.20497	0.20896	0.75386	0.53476	-1.1557	5.0723	2.8132	2.1961	2.8576	2.9673	0.59352	1.7639	-0.15844	-0.32006	0.50747	-0.7518	-1.7646	0.51356	17	48503519	48552200
RSAD1	-0.13252	0.52214	1.0606	0.87212	0.27912	0.61982	0.51118	-0.33072	5.0283	0.77535	2.3451	2.3445	2.9627	0.72363	1.5937	-0.14445	-0.75512	-0.47692	-0.21732	-1.0915	1.0912	17	48556190	48563336
CHAD	0.91557	0.47458	1.0608	0.48492	0.28637	0.49724	0.87518	-0.094726	4.8632	0.96192	2.3943	2.2135	2.7221	0.89182	1.8359	-0.098685	-0.84876	-0.57392	0.028054	-0.85985	1.4511	17	48541853	48547242
MYCBPAP	1.6883	1.9199	1.73	0.19919	0.26311	0.17169	1.2971	0.13209	4.3172	1.3863	1.7748	1.4764	1.7787	0.47038	2.1373	2.1911	0.56795	-0.27415	-0.18562	-0.61406	1.4995	17	48585745	48608863
EPN3	1.7332	2.0067	1.6928	0.38549	0.5445	0.14332	1.9881	0.23937	4.2629	2.2772	1.0165	0.8322	2.0749	1.1349	1.8804	2.8713	0.69582	0.21309	-0.38864	0.11865	1.2283	17	48610043	48621111
SPATA20	1.5144	2.0106	1.6835	0.5659	0.63841	0.31756	2.3155	0.067717	5.258	3.6496	0.11148	0.86848	2.4074	1.4742	1.2401	2.9544	0.56739	0.45173	-0.54904	0.44698	-0.052541	17	48624450	48633213
CACNA1G	0.74823	1.8378	1.3832	0.99203	1.4366	1.7333	1.444	-0.051996	5.4843	4.7473	-0.55343	1.0333	2.9935	1.3318	0.97149	1.8739	-0.067369	0.082067	-0.32226	0.80027	-0.84706	17	48638429	48704835
ABCC3	-1.3611	0.98736	0.92274	0.6918	0.87829	0.48133	-1.9927	-0.75942	1.2644	3.9988	-0.14741	1.5351	1.5453	0.21879	0.75051	-0.64122	-0.1755	1.5407	0.97258	0.43273	-0.11601	17	48712205	48769063
ANKRD40	0.36814	0.22176	-0.42225	-0.92908	-0.95315	-0.64828	-1.2721	0.0048355	0.75688	1.2854	0.74454	0.47009	0.47024	-0.30378	-0.40077	0.080255	0.32038	0.37477	1.8241	0.018873	-0.072808	17	48770551	48785270
LUC7L3	0.2917	0.25471	-0.5375	-0.96772	-0.46201	-0.68921	-1.4324	-0.13253	1.2931	1.6098	0.61723	0.2831	0.32438	0.083169	-0.55356	0.45548	0.81666	0.65127	1.8537	0.029423	-0.27274	17	48796926	48830072
WFIKKN2	0.62958	-0.35375	-1.3011	-2.3382	-1.0498	-1.2382	-0.86582	-0.70381	1.2657	6.8804	-1.9675	0.37197	0.28124	-0.58125	1.7921	-0.92464	0.48905	0.25703	-0.70499	0.35821	0.60131	17	48912011	48919709
TOB1	0.70328	-0.18343	0.7947	0.92976	1.8852	-0.1223	0.18934	-0.64473	1.9932	6.7276	1.1644	-0.38872	-0.86662	-1.1595	0.5427	0.16663	0.98885	-0.94215	-0.58274	0.04777	2.0264	17	48939584	48945339
SPAG9	0.54776	0.28467	0.50558	0.31278	-0.87405	0.35103	0.31066	-1.2504	7.0763	3.7973	3.0374	0.43467	1.049	-2.9256	-1.6312	-0.022992	0.11126	-0.53743	-2.5866	0.10941	-0.41651	17	49039535	49198226
NME1-NME2	0.53389	0.84902	0.97877	-0.080236	0.18468	-0.99437	0.20739	-0.86076	3.8777	7.8803	3.6065	0.17202	0.1104	-2.0905	0.32404	0.38279	-0.9811	-0.4162	-1.899	-0.18566	0.23754	17	49230897	49249105
NME1	0.15578	0.029138	0.72689	-0.076865	-0.10508	-1.2143	0.17544	-0.93121	3.7272	7.8077	3.3704	0.12391	0.15493	-1.8075	0.39524	0.30078	-0.81494	-0.3911	-1.6849	-0.3379	0.26453	17	49230920	49239450
NME2	0.49754	0.86345	1.0268	0.095442	0.26063	-0.82948	0.1758	-0.59282	3.2811	6.1094	3.5261	-0.026303	-0.060406	-1.7797	0.57576	0.47156	-1.2002	-0.52452	-1.8399	-0.34558	0.31976	17	49242796	49249105
MBTD1	1.0077	2.2679	1.5023	-0.17568	0.97713	-0.20545	0.54907	0.2926	3.0629	7.3484	3.875	0.40635	-0.21467	-1.499	0.39931	1.0652	-0.63331	-0.29316	-0.58246	0.43645	-0.28611	17	49254786	49337788
UTP18	0.66537	2.2368	1.5528	-0.27138	1.1613	-0.52421	0.22752	0.060987	3.077	6.8755	3.9676	0.25733	-0.2567	-1.6799	0.29058	1.1989	-0.81872	-0.42202	-0.34603	0.45201	-0.19457	17	49337897	49375294
CA10	-0.17969	-0.4389	0.023931	-0.2355	-0.52584	-0.39125	0.036238	-0.88116	-1.069	3.9654	0.33593	1.5319	-0.77228	-1.8344	0.87214	-0.67933	0.091919	1.0868	-1.1864	-0.23418	-0.44616	17	49707674	50237377
C17orf112	0.81913	-1.4349	-2.6903	-1.3493	-0.12653	-0.12008	1.4235	-1.0884	-0.1162	1.5353	-0.76797	-1.362	-0.80119	-0.26099	0.58956	0.98063	0.82992	1.1281	0.14589	-0.99524	1.2801	17	51062879	51065012
KIF2B	-1.1117	0.18387	0.17735	0.574	-1.119	0.080217	0.76452	1.1051	1.4552	-0.45275	-0.011807	-2.1981	-0.62867	1.2249	0.31235	2.0469	0.795	-1.675	-1.6642	1.1183	0.12929	17	51900239	51902573
TOM1L1	2.6149	-0.5134	-0.14158	0.15156	0.99651	0.92632	1.5368	0.3897	0.65566	6.9494	7.4666	-0.2821	0.43711	0.0025345	-0.86914	-1.1726	-1.0188	0.17232	0.64594	-1.9592	-0.46434	17	52977880	53039328
STXBP4	3.1174	0.32032	1.0667	1.534	1.1069	1.983	2.0214	0.34965	-0.235	6.912	8.5392	0.54595	0.74135	0.71925	-1.7143	-1.5615	-1.1906	0.067145	0.74407	-1.8096	-0.53693	17	53046119	53241646
COX11	2.6667	0.15893	0.92873	0.92695	1.3361	1.8228	2.0849	-0.55664	0.23867	7.4472	7.0095	0.56339	0.696	0.59807	-1.0931	-1.0396	-0.70507	0.5745	0.95248	-1.593	0.15356	17	53029259	53046064
HLF	0.81065	1.2083	1.3799	1.3861	0.3273	0.64949	1.5358	-1.4475	1.2426	5.4854	2.261	0.81785	1.5835	0.65712	0.26126	0.48906	-1.7147	1.0909	-0.22005	0.38924	1.441	17	53342321	53402426
MMD	-0.054359	0.63478	0.16205	-0.63908	-0.25938	-0.11846	-0.026399	0.65003	4.2143	2.5701	-0.65033	1.2242	0.77817	0.63976	0.76006	-0.57234	-1.0188	0.24903	1.6805	2.2765	0.16094	17	53469974	53499341
TMEM100	-0.20678	-0.089235	-1.1631	-0.80026	0.44171	-0.92976	1.0645	-0.53657	2.6014	3.056	0.67481	1.1448	1.2789	-0.24653	-0.57718	0.89117	-1.8258	-1.2277	-1.9703	0.84122	-1.4131	17	53796988	53809482
PCTP	-0.61621	0.35335	0.3873	0.85698	0.63543	1.1506	0.61985	-1.5312	1.4468	4.9866	1.7699	1.0149	1.6031	0.43833	-0.52282	1.0921	-1.3417	0.074072	-1.835	0.1001	-0.034286	17	53828340	53920522
ANKFN1	1.7871	0.45844	0.41241	-0.41116	-1.407	-0.53235	-0.50837	-0.48961	10.242	6.1094	1.8132	1.6434	1.812	-0.70496	0.72442	0.51848	0.68457	-0.34127	0.44554	-0.44351	-0.63809	17	54230836	54560007
NOG	0.61336	0.13775	0.85295	1.8954	0.21155	2.0825	0.86983	-0.13645	0.70645	7.7873	1.9109	-0.16405	1.1952	-1.9277	0.68001	-0.52847	0.64971	0.64205	0.80806	0.45764	-1.9377	17	54671060	54672951
C17orf67	1.0237	-2.093	0.28546	0.19845	1.1847	-0.54011	-1.4479	0.88524	1.0492	6.9113	1.8291	0.2827	0.47981	-0.19183	-0.17196	-1.2429	-0.6248	1.3415	-1.3263	0.85073	-0.23039	17	54869274	54911256
DGKE	0.49703	-2.3275	0.32113	0.30944	1.3503	-0.29199	-1.5582	0.58277	0.94855	8.0032	1.7909	0.20723	0.67076	-0.20527	-0.044301	-1.8688	-0.57152	1.4852	-1.2755	1.0272	-0.55708	17	54911460	54946036
TRIM25	0.57118	-0.43308	0.37327	0.47343	1.2559	0.58243	-0.55713	-0.19463	0.15257	5.2082	0.99275	-0.49697	-2.4215	-0.12019	0.54309	-1.1771	-0.073707	-2.0866	-0.30061	-0.81242	-0.2235	17	54965270	54991409
COIL	-0.57393	-0.1675	0.49714	0.14	0.92706	0.90447	-0.69532	0.11382	-0.43634	0.63065	-0.19743	-0.68197	-2.9004	-1.228	0.67858	-0.70944	-0.84027	-0.60051	0.67765	0.33845	-0.80905	17	55015560	55038411
SCPEP1	-0.82499	-0.32064	0.984	0.36259	1.1185	0.86103	-1.2603	0.36269	-0.65818	0.89414	-0.45701	-0.95439	-3.1107	-1.3373	0.23526	-0.72196	-0.659	-0.48877	0.75932	0.22045	-1.1674	17	55055468	55084129
AKAP1	-0.85585	0.23063	0.89597	0.66158	-0.38737	0.84116	-0.39609	-0.52503	-0.32424	1.6638	-0.2248	-0.79192	0.14339	-1.1712	0.048278	0.83939	1.1479	-0.50239	-0.26069	1.6733	-0.4792	17	55162553	55198710
MSI2	0.45417	0.07748	-0.30937	-1.4849	-0.50762	-0.47126	1.1788	-1.4709	0.90446	7.8817	3.0475	0.025326	0.55486	1.1324	-1.2055	1.5153	-0.36805	-0.65346	-0.69883	1.4588	0.35959	17	55333931	55762050
CCDC182	0.84716	1.6435	1.1279	-0.27032	0.69108	0.91879	0.40967	-1.0978	-0.74612	2.3893	3.6625	0.56868	0.16518	-0.60688	0.69039	1.2861	1.4208	-0.31425	-0.62819	-0.83976	0.43117	17	55821846	55822713
MRPS23	-0.76083	-1.0529	-1.9567	-2.8848	-2.747	-0.46763	1.6298	-1.5546	1.7643	1.952	2.5866	0.47493	-1.3675	1.1983	-0.51613	-1.4328	0.23835	0.21053	-0.18792	-0.46927	-1.6444	17	55916287	55927433
CUEDC1	-1.0268	-0.338	-1.4413	-1.4109	-1.5506	-0.65572	1.4265	-0.94767	3.3069	5.331	4.3853	0.3625	0.52552	0.066148	-0.59021	0.16521	0.96044	1.1268	-1.3658	-0.98547	-0.25937	17	55938604	56032684
LOC101929185	-2.0386	-0.062552	-0.32506	-0.15746	-1.4778	0.17077	-0.14607	-1.3398	0.25553	6.7133	2.0878	0.57187	1.6807	0.75897	-0.76301	1.5131	1.8138	0.80003	-3.0363	-0.95452	-0.96547	17	56065471	56066372
VEZF1	-2.5106	0.4474	-0.15173	-0.052631	-1.4976	0.2476	-0.1245	-1.4115	0.047663	6.3347	2.0904	0.61295	1.6408	0.36122	-0.58758	1.4568	1.8225	0.45783	-3.1243	-1.5654	-0.99506	17	56048908	56065615
SRSF1	-1.9998	1.3177	0.42787	0.52298	-0.97762	0.43622	-0.46346	-1.1141	-0.29782	5.9507	2.3877	0.39879	1.0392	-0.2294	-0.74224	1.4241	2.055	-0.24126	-2.5525	-1.6943	-0.69951	17	56078280	56084707
DYNLL2	-1.1272	0.16112	-0.13076	-0.81763	-1.6538	1.2816	-0.54678	-0.73495	-1.2615	6.2678	0.17164	0.35829	1.8287	1.0158	-0.62102	1.9753	1.6139	2.1813	0.90764	-1.051	-2.4051	17	56160780	56167618
OR4D1	-1.4871	0.15125	-0.74078	-0.67226	-0.42162	1.5451	-0.38368	0.7042	-0.98923	3.4866	-0.060745	-0.31353	0.11092	0.42701	0.33164	0.35357	-0.46393	0.033259	1.1273	-0.59138	-1.271	17	56232515	56233447
OR4D2	-1.0351	-0.1541	-1.4404	-0.46451	0.86236	1.2157	-1.1345	-0.10393	-0.20815	3.6202	-0.36958	-0.31951	-0.064751	-0.44532	0.41867	0.99589	-1.1753	0.0077975	1.2617	0.7349	-1.6139	17	56247017	56247940
EPX	-0.73402	-0.28632	-0.3977	-0.061833	1.3586	0.84776	-1.424	-1.124	0.72744	3.9431	0.18051	0.36458	0.26896	-1.241	1.204	0.97804	-1.3726	0.42017	0.61912	1.4067	-1.4982	17	56270089	56282535
MKS1	-0.75516	-1.6999	-0.20877	-0.4854	0.93179	0.60933	0.30147	-0.74627	1.2697	3.9072	1.2624	0.67715	1.0502	-1.6109	0.79352	-0.55649	0.45379	0.45953	0.90762	1.2348	-0.76283	17	56282797	56296966
LPO	-1.0732	-2.1364	-0.53657	-0.81202	0.69107	0.51695	0.037731	-0.36877	1.2159	3.8239	1.1634	0.8627	1.0683	-0.93664	1.0073	0.25318	0.5333	0.68787	0.78654	0.89217	-0.55651	17	56315787	56345879
MPO	-0.99233	-1.3365	-0.7151	-1.1003	0.38401	0.50308	-1.5234	-0.46866	0.24215	3.1238	1.3766	0.45477	-0.076007	0.71452	-0.2214	0.16559	-0.84915	0.029344	0.16882	1.5622	-0.32067	17	56347217	56358296
BZRAP1	-0.91038	-0.61893	-0.54883	-0.084886	0.067111	1.527	-0.8458	-0.63327	1.4785	5.7756	1.4395	0.76896	-0.057118	0.25578	0.35412	1.5414	-0.07135	0.34424	-0.013937	2.0528	-0.3872	17	56378588	56406152
SUPT4H1	-0.77019	-0.53939	-0.779	-0.062958	-0.049696	0.58944	0.149	-1.7809	1.9074	6.8525	1.6882	0.87869	-0.096571	0.45214	1.0304	2.296	0.31554	1.258	0.11013	1.5525	-0.03356	17	56422536	56429599
RNF43	-1.023	-0.42126	-0.34731	0.15388	0.35466	-0.34775	-0.015894	-1.2459	2.0954	7.969	1.9182	0.24082	-0.09805	0.071742	0.69788	2.0065	-0.041374	0.24331	0.22566	0.82034	-0.49655	17	56431037	56494931
HSF5	-1.4661	-0.02388	0.49686	0.57438	1.0465	-0.40246	-0.10506	-1.0467	2.1475	7.8943	1.9222	-0.62021	0.21873	-0.30393	0.69205	1.1675	-0.22597	-1.5025	0.18744	0.43196	-0.45823	17	56497528	56565759
MTMR4	-1.3392	-0.15308	0.35728	0.3696	0.7938	-0.94898	0.26791	-0.87075	2.1775	7.6021	1.768	-0.80706	0.059917	0.01429	0.63938	1.3875	-0.20486	-1.8659	0.25062	0.26231	-0.2726	17	56566893	56595271
SEPT4	-1.4669	-0.44738	0.065712	0.13344	0.87342	-1.1385	0.04277	-0.54608	2.0658	7.3152	1.705	-0.71012	-0.15215	0.66405	0.97213	1.7317	0.54182	-1.9864	0.54807	0.16527	-0.58773	17	56597611	56618179
C17orf47	-1.289	-0.50956	0.13801	0.20805	1.0241	-1.0033	0.038532	-0.41397	1.9581	8.1308	1.9361	-0.54128	-0.097346	0.91358	1.0785	1.8104	0.62596	-2.1669	0.71383	0.36123	-0.90015	17	56618948	56621733
TEX14	-1.0089	-0.057553	-0.15089	0.23486	0.23226	-0.47165	-0.14436	-0.19793	2.1229	7.4001	2.7399	-0.76718	0.4828	0.39711	0.22102	1.6842	1.0777	-0.82793	0.21591	0.32669	-0.38315	17	56634038	56769416
RAD51C	-1.1697	-0.053602	-0.53647	0.1446	-0.35093	-0.73495	-0.31921	-0.12882	2.2006	6.5256	2.9922	-0.73108	0.62086	0.12798	-0.085534	1.3392	1.0774	-0.54513	0.088279	0.22163	-0.42063	17	56769934	56811703
PPM1E	-1.3606	-0.2304	-0.78917	-0.11032	-0.36454	-0.8971	-0.2797	-0.21208	2.0042	7.731	2.312	-0.67551	0.53347	-0.070827	-0.23715	2.1483	0.7955	-0.85099	0.33641	0.21974	-0.2569	17	56833230	57062540
TRIM37	-1.9636	-0.44567	-0.46574	-0.42979	-0.89185	-0.75554	-0.087848	-0.30794	1.2428	7.7791	1.7595	-0.6049	0.11558	0.33649	0.042061	2.1634	1.1394	-1.5564	0.26669	0.09157	-0.45072	17	57059999	57184266
SKA2	-2.2084	-1.4713	-0.046415	0.16898	-0.23417	-0.98863	1.1499	0.8266	2.2617	7.6087	1.9956	-1.2439	0.37609	-0.75186	0.32793	2.7214	2.1214	-1.0326	0.074707	-0.53322	1.2792	17	57187308	57232800
PRR11	-2.292	-1.2679	-0.032415	0.18451	0.026114	-1.1722	1.172	0.90669	2.2564	8.1794	1.7149	-1.0248	0.44403	-1.0741	0.79602	2.3507	2.2804	-1.0067	0.25503	-0.43193	1.8619	17	57232860	57284070
SMG8	-2.3422	-0.52472	0.013795	0.50608	0.46515	-0.82045	0.62689	0.76853	2.1379	7.0156	1.3453	-1.0152	0.38814	-0.54316	1.0332	1.5012	2.0733	-0.72038	0.10208	-0.21636	2.0146	17	57287371	57292611
GDPD1	-2.6338	-1.1619	-0.39529	0.37528	0.74996	-0.85988	0.28968	0.71794	2.1244	6.5539	1.5694	-1.1009	0.18214	-0.73432	0.97963	1.5568	2.096	-0.50665	-0.39012	-0.14325	1.7006	17	57297828	57353331
YPEL2	-1.0393	-0.35015	-0.78803	-0.26312	-0.48546	0.097889	-1.398	-0.23757	2.3731	0.75153	3.7341	-0.6264	-0.85375	-0.71411	0.27267	-0.28294	1.956	0.99277	-0.19979	-2.0698	1.1952	17	57409053	57479095
DHX40	-0.70542	-0.15105	-0.24318	-0.19064	1.1782	-0.091305	-0.41489	-2.4133	1.0147	3.3861	6.3482	-0.90944	-1.5156	-0.54873	-2.178	0.40156	1.187	2.531	0.81612	0.50849	0.18445	17	57642886	57685713
CLTC	0.33849	0.22597	0.29089	1.1441	2.0166	0.77137	0.17509	-0.93012	0.94004	4.0354	6.8128	-0.068238	0.27988	-0.0011155	-1.2518	0.085063	2.0141	3.4035	1.6748	0.38018	-0.20976	17	57697050	57774317
VMP1	0.39461	-0.16269	0.026745	1.028	2.0051	0.78067	0.49236	0.3397	1.6715	5.9222	7.176	-0.61096	0.47102	1.4024	-0.75186	2.1324	2.4209	2.7565	2.3457	-0.75324	0.741	17	57784553	57919610
PTRH2	-0.019936	-0.28174	-0.021899	0.85345	2.0226	0.71559	0.42093	-0.24794	1.2384	4.2408	7.4431	-0.52874	0.43585	1.3895	-0.48008	1.2977	2.411	3.388	2.1932	-0.68976	0.87815	17	57774667	57784856
TUBD1	-0.39501	1.0085	0.29184	2.6084	2.1358	0.90667	0.24388	-0.16188	1.0495	5.402	7.6034	0.080451	0.64879	1.3806	0.16917	1.4097	3.0602	2.86	2.6216	-1.6853	0.75427	17	57936840	57970306
RPS6KB1	-0.41318	0.955	0.13841	2.5004	2.0435	0.90847	0.17638	0.026214	1.4999	6.0123	7.8321	0.070781	0.56551	1.3529	0.18914	1.4182	3.3731	3.196	2.7929	-1.8554	0.71329	17	57970407	58027787
RNFT1	-0.27812	0.54524	-0.056548	1.797	1.6494	0.38225	0.30817	-0.45084	1.1284	5.9903	6.7396	-0.052909	0.034983	1.2848	-0.50507	1.2694	2.9563	3.4183	2.5735	-0.86835	0.58949	17	58029723	58042117
HEATR6	1.4068	-1.5199	0.13408	2.2332	0.71556	1.1902	-0.42614	0.084027	1.4497	4.6	-0.38675	0.59925	0.17285	0.32748	-0.089969	0.75449	0.71098	0.20719	0.71486	-1.0203	-1.4879	17	58118790	58156292
CA4	0.56844	0.056356	0.93045	1.2035	1.4179	1.3425	-0.27127	-0.61211	3.4128	5.6996	0.15051	1.8632	0.83422	-0.18699	-1.1022	1.3761	0.63938	-2.3791	0.12177	-0.079077	-0.1078	17	58227302	58236907
USP32	1.1592	0.55961	0.83005	0.68282	1.0941	1.6603	0.8558	-1.1006	3.693	5.2395	0.60317	1.7796	-0.1716	0.31095	0.26068	-0.7367	-0.097286	-0.45926	0.46259	0.17683	-0.32211	17	58254551	58469586
C17orf64	0.89003	-0.2637	0.98389	0.75074	1.1081	1.3357	0.96527	-0.65737	3.1874	5.2233	0.69161	1.7018	-0.13923	0.43596	0.4466	-0.49418	-0.087359	0.215	0.23696	0.31707	0.42994	17	58498574	58508787
APPBP2	0.85226	-0.21759	0.32433	-0.80137	-0.82957	0.97695	0.32016	-0.77183	2.6867	1.4411	1.1664	-0.42183	-0.60353	1.0558	0.41954	1.0241	0.35828	0.55821	1.2134	-1.3457	-0.20734	17	58520520	58603580
PPM1D	1.5607	1.0454	0.5046	0.099939	0.73095	1.9042	0.84585	-1.3297	3.3252	-0.56334	2.2862	0.3069	-0.89179	1.371	-0.15041	-0.78676	0.6611	-0.14628	0.57955	0.29663	0.73692	17	58677544	58743641
BCAS3	1.9727	3.1578	2.2704	1.6227	4.1378	1.3995	0.62728	1.9409	11.128	7.813	7.9742	3.0323	-2.6356	-0.85884	-0.56594	0.21962	0.66157	-0.89254	-0.21037	-0.057496	0.0082373	17	58755172	59470199
LOC101927855	3.4815	3.9865	3.9752	4.0448	1.9923	2.3532	0.46484	0.79624	5.185	7.8503	6.1094	2.3221	-0.18972	0.19901	-0.74395	1.0258	-0.34597	-0.52357	-0.63177	1.2402	-1.6244	17	59440108	59444966
TBX2	3.5178	3.8379	3.9524	4.0717	2.3951	2.1564	1.3132	0.85962	5.8168	6.1094	6.1094	2.4488	-0.23604	0.1495	0.50473	1.5435	-0.11853	-1.0895	-0.60363	1.6614	-0.35414	17	59477257	59486827
