gene	head	arms	legs	pelvis	fn	ls	breadth	peak	min_z	specificity	layer	chr	gene_start	gene_end
SEZ6L	-0.32607	-0.77763	-0.65182	-0.45012	-0.4914	0.35979	0	0.35979	-0.77763	0.68586	rest	22	26565440	26779563
ASPHD2	1.3374	-0.098143	-1.0306	-0.11506	-0.9928	1.1055	0	1.3374	-1.0306	0.2319	rest	22	26825280	26840978
HPS4	1.4311	0.72099	-0.28567	-1.0756	-0.28826	1.619	0	1.619	-1.0756	0.18789999999999996	rest	22	26846848	26879829
SRRD	1.2459	0.65203	-0.43608	-1.0295	-0.79595	1.4869	0	1.4869	-1.0295	0.2410000000000001	rest	22	26879850	26887904
TFIP11	1.2752	-0.041954	-0.20539	-0.78616	0.032946	0.90336	0	1.2752	-0.78616	0.37183999999999984	rest	22	26887893	26908462
TPST2	-0.036755	-2.0514	-0.93577	-1.1324	-0.67673	-0.49787	0	-0.036755	-2.0514	0.461115	rest	22	26921714	26986089
CRYBA4	-1.1098	-1.9854	-0.28491	-1.2506	-2.1165	-0.2148	0	-0.2148	-2.1165	0.07011	rest	22	27017928	27026636
CRYBB1	-1.1718	-2.1748	-0.66025	-1.5184	-1.5322	-0.34385	0	-0.34385	-2.1748	0.3164	rest	22	26995362	27013991
MN1	0.80991	-0.2257	1.7906	1.9309	-0.090565	1.2718	0	1.9309	-0.2257	0.1403000000000001	rest	22	28144265	28197486
PITPNB	1.8163	-0.0020115	1.8731	0.31301	0.032293	1.0701	0	1.8731	-0.0020115	0.05679999999999996	rest	22	28247657	28315255
TTC28	2.538	-0.89172	2.2986	0.83819	-0.34968	1.1465	2	2.538	-0.89172	0.23939999999999984	rest	22	28374002	29075853
CHEK2	2.5198	-0.42481	1.9257	0.85642	1.0417	0.92996	1	2.5198	-0.42481	0.5941000000000001	rest	22	29083731	29137822
HSCB	2.0446	-0.5605	1.3608	0.82701	0.99172	0.9247	1	2.0446	-0.5605	0.6838	rest	22	29138008	29153506
CCDC117	1.4659	0.54141	1.8392	1.1487	2.1622	0.81134	1	2.1622	0.54141	0.32299999999999995	rest	22	29168662	29185283
XBP1	2.2467	0.92934	2.1169	1.2108	2.7054	0.65039	3	2.7054	0.65039	0.4586999999999999	rest	22	29190548	29196560
ZNRF3	2.9308	1.8734	1.9128	2.4732	1.0818	2.5957	3	2.9308	1.0818	0.3351000000000002	rest	22	29279755	29453476
KREMEN1	1.6633	2.1715	1.0048	1.0817	1.8326	2.7445	2	2.7445	1.0048	0.573	rest	22	29469066	29564321
C22orf31	1.4598	1.9609	0.58631	1.1762	1.7303	2.9842	1	2.9842	0.58631	1.0232999999999999	rest	22	29454660	29457922
EMID1	-0.27839	1.5425	1.3145	0.85522	0.90374	1.5077	0	1.5425	-0.27839	0.03479999999999994	rest	22	29601901	29655586
EWSR1	-1.2822	-0.48179	-0.087835	0.35098	-0.00055894	1.5353	0	1.5353	-1.2822	1.18432	rest	22	29663998	29696515
RHBDD3	-1.39	-0.90362	-0.082358	0.23453	-0.044237	1.0872	0	1.0872	-1.39	0.8526699999999999	rest	22	29655844	29664147
GAS2L1	-1.7322	-0.38936	0.64633	0.018192	0.081694	-0.94642	0	0.64633	-1.7322	0.5646359999999999	rest	22	29702985	29708778
RASL10A	-1.33	-0.56431	0.28418	-0.21946	0.10213	-1.21	0	0.28418	-1.33	0.18205	rest	22	29708922	29711745
AP1B1	-1.1322	-0.85884	0.17244	0.21477	-0.069299	-1.192	0	0.21477	-1.192	0.04232999999999998	rest	22	29723669	29784754
RFPL1	-1.0288	0.12004	-0.28828	-0.5739	-0.73021	-0.89533	0	0.12004	-1.0288	0.40831999999999996	rest	22	29834572	29838444
NEFH	1.5562	-0.11548	-1.7207	-0.7126	-0.1083	-0.54363	0	1.5562	-1.7207	1.6645	rest	22	29876181	29887279
THOC5	3.4665	-0.93733	0.28999	0.68632	0.1491	0.59745	1	3.4665	-0.93733	2.7801799999999997	rest	22	29904156	29949749
NIPSNAP1	3.347	-0.945	0.2369	0.56978	-0.053636	0.85704	1	3.347	-0.945	2.48996	rest	22	29950797	29977326
NF2	2.6832	-0.33633	0.039501	-0.17916	-0.29621	0.83144	1	2.6832	-0.33633	1.8517599999999999	rest	22	29999545	30094589
CABP7	2.3362	-1.0894	-0.51668	-0.28035	-1.2576	0.60472	1	2.3362	-1.2576	1.73148	rest	22	30116344	30127822
ZMAT5	1.5532	-0.2337	0.58217	0.76976	0.030023	1.4285	0	1.5532	-0.2337	0.12469999999999981	rest	22	30126945	30163000
UQCR10	1.4538	-0.033249	0.71473	0.78627	0.11434	1.54	0	1.54	-0.033249	0.08620000000000005	rest	22	30163358	30166402
ASCC2	2.4901	0.012052	0.6332	0.69741	0.027083	1.607	1	2.4901	0.012052	0.8831	rest	22	30184597	30234293
MTMR3	2.3753	0.41726	-0.0011747	0.70683	0.4474	2.0084	2	2.3753	-0.0011747	0.3669000000000002	rest	22	30279149	30426857
HORMAD2	1.3757	0.81313	-0.090356	1.449	1.1051	2.4926	1	2.4926	-0.090356	1.0435999999999999	rest	22	30476453	30573064
LIF	0.70931	-0.34406	0.65681	0.059481	-1.7896	0.15197	0	0.70931	-1.7896	0.05249999999999999	rest	22	30636436	30642840
OSM	0.78707	-0.77759	1.1428	0.59716	-0.71219	0.65992	0	1.1428	-0.77759	0.35573	rest	22	30658817	30662829
GATSL3	1.0556	-0.58288	1.5678	0.85762	-0.044477	0.67038	0	1.5678	-0.58288	0.5122	rest	22	30681106	30685616
TBC1D10A	1.4414	-0.57121	1.4098	0.82817	0.27897	0.33542	0	1.4414	-0.57121	0.03160000000000007	rest	22	30687979	30722955
CCDC157	1.6419	-0.43965	1.2948	0.9584	0.35318	0.37461	0	1.6419	-0.43965	0.34709999999999996	rest	22	30752627	30772818
SF3A1	1.6172	-0.34881	1.3275	0.94705	0.32064	0.31197	0	1.6172	-0.34881	0.28970000000000007	rest	22	30727977	30752931
SEC14L2	1.3194	0.58641	1.3642	0.87641	0.01878	0.90417	0	1.3642	0.01878	0.04480000000000017	rest	22	30792930	30821291
RNF215	1.2633	0.86024	1.6022	0.9232	0.16872	0.82147	0	1.6022	0.16872	0.3389	rest	22	30774801	30783302
MTFP1	-0.09379	1.2394	0.99572	0.38521	-0.52904	1.2532	0	1.2532	-0.52904	0.013800000000000034	rest	22	30821611	30825041
SEC14L3	-0.23755	-0.19562	-0.2931	0.041958	-1.4797	0.91468	0	0.91468	-1.4797	0.872722	rest	22	30843946	30868034
SEC14L4	-0.65723	0.050841	-0.26685	-0.028494	-1.0888	0.24048	0	0.24048	-1.0888	0.189639	rest	22	30884877	30901698
SEC14L6	-0.73559	0.60731	0.40545	0.26543	-0.89448	0.42874	0	0.60731	-0.89448	0.17857	rest	22	30920629	30942669
GAL3ST1	-0.74546	0.78107	1.4207	0.17571	0.060834	-0.8595	0	1.4207	-0.8595	0.63963	rest	22	30950622	30970572
PES1	-1.1394	1.6527	2.2212	0.18405	0.14905	-2.2391	1	2.2212	-2.2391	0.5685	rest	22	30972612	31003000
TCN2	-1.0947	1.5175	2.0535	0.14604	0.11816	-2.2308	1	2.0535	-2.2308	0.536	rest	22	31003070	31023047
SLC35E4	-1.6808	2.145	2.5482	-0.11044	0.017886	-2.2392	2	2.5482	-2.2392	0.4032	rest	22	31031793	31043862
LOC101929728	-2.4568	2.5035	1.7128	-0.29239	0.20588	-1.7443	1	2.5035	-2.4568	0.7906999999999997	rest	22	31063507	31065003
DUSP18	-2.3149	2.2542	-0.38693	-0.26058	0.66326	-1.6624	1	2.2542	-2.3149	1.59094	rest	22	31058039	31063874
OSBP2	-1.3228	0.85468	-0.29006	-0.24719	0.48565	-0.56479	0	0.85468	-1.3228	0.36902999999999997	rest	22	31089769	31303811
MORC2	0.17686	0.76822	0.79448	0.26466	1.2264	1.1084	0	1.2264	0.17686	0.11799999999999988	rest	22	31322598	31364483
SMTN	-0.87709	1.0781	1.0562	-0.9104	-1.7323	0.96818	0	1.0781	-1.7323	0.02190000000000003	rest	22	31477282	31500610
INPP5J	-0.64754	1.0177	0.93888	-1.5966	-1.5711	1.0616	0	1.0616	-1.5966	0.04390000000000005	rest	22	31518893	31530683
SELM	-0.85341	0.98965	0.88779	-1.7452	-1.7337	1.2234	0	1.2234	-1.7452	0.23375	rest	22	31500763	31503551
PLA2G3	-2.1705	0.28915	1.7813	-1.206	-0.20543	0.37241	0	1.7813	-2.1705	1.40889	rest	22	31530793	31536469
RNF185	-1.7924	0.77474	2.2144	-0.47771	0.16794	-0.26889	1	2.2144	-1.7924	1.43966	rest	22	31556138	31603005
LIMK2	-0.92344	1.0533	2.4021	-0.30754	0.445	-0.50366	1	2.4021	-0.92344	1.3488	rest	22	31608225	31676066
PIK3IP1	-1.4375	1.1296	2.4487	-0.083335	0.8219	-0.31603	1	2.4487	-1.4375	1.3191000000000002	rest	22	31677579	31688833
PATZ1	-1.4145	0.59727	2.2479	0.86902	1.407	0.013044	1	2.2479	-1.4145	0.8409	rest	22	31721790	31742249
DRG1	-1.2195	0.65648	2.1389	0.19347	0.88552	-0.47159	1	2.1389	-1.2195	1.25338	rest	22	31795539	31830172
EIF4ENIF1	-1.3175	0.51604	1.4334	-0.28113	0.285	-0.8015	0	1.4334	-1.3175	0.91736	rest	22	31835345	31885936
SFI1	-1.4645	-0.42276	1.1184	0.74902	0.25545	0.13915	0	1.1184	-1.4645	0.36938000000000004	rest	22	31892125	32014537
PISD	-0.57727	-0.54346	0.65177	0.45618	0.064931	0.7095	0	0.7095	-0.57727	0.05773000000000006	rest	22	32014477	32058550
PRR14L	0.10045	-0.68889	0.90748	0.90212	0.63238	0.612	0	0.90748	-0.68889	0.00535999999999992	rest	22	32077333	32146120
DEPDC5	0.44875	-0.79077	1.4215	1.3748	0.87104	0.85177	0	1.4215	-0.79077	0.046699999999999964	rest	22	32149937	32303020
YWHAH	0.60347	0.75528	0.98941	-0.47277	-0.95789	0.21599	0	0.98941	-0.95789	0.23413000000000006	rest	22	32340479	32353590
C22orf24	0.298	1.2786	0.92195	-0.69529	-1.6615	0.48844	0	1.2786	-1.6615	0.3566499999999999	rest	22	32329507	32341336
SLC5A1	-0.19849	0.93199	0.8897	0.047872	-2.0871	0.84339	0	0.93199	-2.0871	0.04228999999999994	rest	22	32439019	32509016
C22orf42	-0.89984	2.0655	1.391	-1.056	-1.7158	0.55438	1	2.0655	-1.7158	0.6745000000000001	rest	22	32544993	32555510
RFPL2	-2.0733	1.3294	0.76144	-1.1561	0.2878	-0.94486	0	1.3294	-2.0733	0.5679599999999999	rest	22	32586422	32603223
SLC5A4	-1.1478	0.37991	-0.37153	-1.2985	-0.90923	-1.6693	0	0.37991	-1.6693	0.7514400000000001	rest	22	32614463	32651318
RFPL3	-2.2897	-0.3669	-0.18371	-0.11403	-1.7016	-0.60631	0	-0.11403	-2.2897	0.06968	rest	22	32750872	32757148
RTCB	0.3331	-1.4908	-0.63736	0.49828	-0.25402	0.059818	0	0.49828	-1.4908	0.16518	rest	22	32783562	32808274
BPIFC	1.382	-0.63894	0.2157	-0.006749	0.41989	0.28719	0	1.382	-0.63894	0.9621099999999999	rest	22	32809834	32860429
FBXO7	1.283	0.11169	0.43266	0.16669	0.57854	1.0182	0	1.283	0.11169	0.2647999999999999	rest	22	32870707	32894818
SYN3	0.042834	-0.032197	0.57731	-0.24511	0.15897	0.59995	0	0.59995	-0.24511	0.022639999999999993	rest	22	32908539	33454377
TIMP3	0.82745	-0.28068	1.0007	0.67884	0.93564	1.0942	0	1.0942	-0.28068	0.09350000000000014	rest	22	33196802	33259028
LARGE	-0.78809	-0.11753	-0.88587	-1.0599	-1.0248	-1.6915	0	-0.11753	-1.6915	0.6705599999999999	rest	22	33668509	34316464
ISX	-0.96435	-0.063438	1.0056	0.99205	1.1388	1.3353	0	1.3353	-0.96435	0.1964999999999999	rest	22	35462130	35483380
HMGXB4	1.6997	2.5313	0.18311	0.66605	-0.46897	0.73296	1	2.5313	-0.46897	0.8315999999999999	rest	22	35653445	35691800
TOM1	0.19239	1.6975	0.94401	0.039865	-0.96677	0.386	0	1.6975	-0.96677	0.75349	rest	22	35695268	35743987
HMOX1	0.25264	1.7919	0.99201	1.173	0.50208	1.8043	0	1.8043	0.25264	0.012399999999999967	rest	22	35777060	35790207
MCM5	-1.1313	1.41	0.79535	1.0719	0.74688	1.5785	0	1.5785	-1.1313	0.1685000000000001	rest	22	35796116	35820495
RASD2	0.77702	-0.25543	0.90386	0.22331	0.27599	-0.84577	0	0.90386	-0.84577	0.12683999999999995	rest	22	35936556	35950048
MB	-0.19443	-0.587	-0.46563	2.0311	0.45995	1.8093	1	2.0311	-0.587	0.2218	rest	22	36002811	36019401
APOL6	-0.27001	-0.82956	-1.1275	1.6749	-0.089473	1.3445	0	1.6749	-1.1275	0.3304	rest	22	36044424	36064456
APOL5	-0.0055095	-0.45659	-1.5284	0.78469	0.69818	-0.7709	0	0.78469	-1.5284	0.08650999999999998	rest	22	36113919	36125530
RBFOX2	-2.112	-0.30443	-2.6625	0.04638	-0.62481	0.26754	0	0.26754	-2.6625	0.22116	rest	22	36134783	36424679
APOL3	-1.5967	-0.36275	-0.22935	-0.41583	0.34159	-1.7753	0	0.34159	-1.7753	0.57094	rest	22	36536371	36562225
APOL4	0.39672	-0.75061	0.53383	-1.5111	-0.68471	-0.82938	0	0.53383	-1.5111	0.13711	rest	22	36585176	36600879
APOL2	0.73236	-1.019	0.62585	0.57799	-1.1434	0.013302	0	0.73236	-1.1434	0.10651	rest	22	36622255	36636000
APOL1	0.76448	-1.1314	0.6469	0.70407	-0.9418	0.013492	0	0.76448	-1.1314	0.060410000000000075	rest	22	36649117	36663577
MYH9	1.5925	-0.53786	0.83464	1.1846	0.19975	1.537	0	1.5925	-0.53786	0.055500000000000105	rest	22	36677323	36784107
TXN2	1.6151	0.0068443	0.86125	0.75595	-0.056658	1.0638	0	1.6151	-0.056658	0.5512999999999999	rest	22	36863083	36878072
FOXRED2	1.2898	-0.2121	0.29504	0.30185	-0.54068	0.72825	0	1.2898	-0.54068	0.5615500000000001	rest	22	36883233	36903148
EIF3D	1.2877	0.25315	-0.014186	0.32733	-0.65279	0.87405	0	1.2877	-0.65279	0.4136500000000001	rest	22	36906897	36925277
CACNG2	0.57113	1.0788	-0.16016	0.3846	0.38012	-0.063052	0	1.0788	-0.16016	0.50767	rest	22	36956916	37098690
IFT27	0.77095	0.50157	0.79298	0.66505	1.4902	-0.51798	0	1.4902	-0.51798	0.69722	rest	22	37154246	37172177
PVALB	0.77803	-0.003658	0.83348	0.48875	1.031	-1.9918	0	1.031	-1.9918	0.19751999999999992	rest	22	37196745	37215517
NCF4	-0.70286	-1.5262	-0.22107	0.075995	0.32489	-3.3252	0	0.32489	-3.3252	0.24889500000000003	rest	22	37257030	37274059
CSF2RB	0.67243	-0.55465	0.50061	0.86484	-0.1316	0.012172	0	0.86484	-0.55465	0.19241000000000008	rest	22	37309639	37336491
TEX33	0.069677	-1.0818	-1.425	-1.5306	-1.2643	0.034601	0	0.069677	-1.5306	0.035076	rest	22	37387160	37403877
MPST	0.20304	-0.90237	-1.3939	-1.3797	-1.3796	0.061993	0	0.20304	-1.3939	0.141047	rest	22	37415683	37425863
TST	0.32377	-0.98401	-1.5363	-1.5682	-1.536	0.2337	0	0.32377	-1.5682	0.09007000000000001	rest	22	37406900	37416224
KCTD17	-0.031633	-1.2313	-1.4079	-1.8205	-1.3094	-0.06899	0	-0.031633	-1.8205	0.037356999999999994	rest	22	37447779	37459430
TMPRSS6	0.83467	-1.8489	-1.0064	-0.2989	0.017587	-0.24498	0	0.83467	-1.8489	0.817083	rest	22	37461476	37499693
IL2RB	-0.3785	0.53599	-1.3269	0.48864	1.0037	-1.1289	0	1.0037	-1.3269	0.46771000000000007	rest	22	37521878	37552414
C1QTNF6	0.57964	1.2691	-1.1313	1.0437	-1.4157	1.6653	0	1.6653	-1.4157	0.3962000000000001	rest	22	37576206	37594341
SSTR3	0.5442	0.70426	-1.2017	0.76026	-1.5387	1.7945	0	1.7945	-1.5387	1.03424	rest	22	37600277	37616472
RAC2	0.33581	-0.020226	-0.68391	0.79624	-0.6367	1.7352	0	1.7352	-0.68391	0.9389600000000001	rest	22	37621301	37640339
CYTH4	-0.39717	-1.2668	-1.3517	-1.0563	-0.32348	0.59072	0	0.59072	-1.3517	0.9142	rest	22	37678495	37711389
ELFN2	-0.59258	-2.122	-1.3889	-0.43495	0.87071	0.25245	0	0.87071	-2.122	0.61826	rest	22	37764000	37823505
MFNG	0.4637	-0.75868	1.4557	0.81674	1.1559	0.77562	0	1.4557	-0.75868	0.29980000000000007	rest	22	37865101	37882499
CARD10	1.5547	-1.3767	0.88529	0.65894	0.86156	0.78428	0	1.5547	-1.3767	0.66941	rest	22	37886400	37915543
CDC42EP1	1.5203	-0.20085	-0.92995	-0.31485	0.42375	0.57016	0	1.5203	-0.92995	0.95014	rest	22	37956471	37965412
LGALS2	0.40471	-0.79531	-2.5445	-2.9504	-0.96973	-1.1861	0	0.40471	-2.9504	1.2000199999999999	rest	22	37966253	37976024
GGA1	0.42894	-1.211	-2.3664	-2.4949	-0.51483	-1.844	0	0.42894	-2.4949	0.94377	rest	22	38004481	38029571
SH3BP1	0.82416	-0.73686	-1.4026	-1.9933	-0.054464	-3.0402	0	0.82416	-3.0402	0.878624	rest	22	38030661	38052119
PDXP	0.88398	-0.24786	-1.1294	-2.0252	-0.09841	-3.0796	0	0.88398	-3.0796	0.98239	rest	22	38054737	38062939
LGALS1	0.92656	-0.028647	-1.0505	-2.2745	-0.014881	-3.2951	0	0.92656	-3.2951	0.9414410000000001	rest	22	38071613	38075809
NOL12	1.0168	0.90265	-0.91632	-2.3959	0.28857	-2.5455	0	1.0168	-2.5455	0.11414999999999997	rest	22	38077680	38089718
TRIOBP	1.2508	1.1113	-1.7272	-2.5921	-0.62232	-2.4235	0	1.2508	-2.5921	0.13949999999999996	rest	22	38092995	38172563
H1F0	0.90074	0.13275	-2.0433	-1.3341	-1.5883	-2.3208	0	0.90074	-2.3208	0.76799	rest	22	38201114	38203443
GCAT	0.81686	-0.067732	-1.8015	-0.92513	-1.8043	-2.0255	0	0.81686	-2.0255	0.884592	rest	22	38203906	38213183
GALR3	0.52924	-0.31309	-1.569	-0.74521	-1.6655	-1.4771	0	0.52924	-1.6655	0.84233	rest	22	38219389	38221502
EIF3L	0.076955	-0.58068	-0.62348	-0.21739	-1.2534	-0.46813	0	0.076955	-1.2534	0.29434499999999997	rest	22	38245379	38284789
ANKRD54	-0.31263	-0.081297	-0.17965	0.10917	-0.94989	0.17298	0	0.17298	-0.94989	0.06380999999999999	rest	22	38226862	38240353
MICALL1	-0.47574	-0.89092	-0.53465	-0.99051	-1.9927	-0.85551	0	-0.47574	-1.9927	0.05890999999999996	rest	22	38302155	38338465
POLR2F	-0.3421	-0.32562	-0.23843	-1.2815	-2.1462	-0.50426	0	-0.23843	-2.1462	0.08719000000000002	rest	22	38349674	38368463
C22orf23	-0.067698	-0.30019	0.28936	-0.56093	-2.252	-0.2082	0	0.28936	-2.252	0.357058	rest	22	38339057	38349676
SOX10	-0.0030383	0.55425	0.83949	0.2859	-0.34122	-0.34168	0	0.83949	-0.34168	0.28523999999999994	rest	22	38368319	38380556
PICK1	-0.40227	-0.9324	0.13445	-0.35743	-1.1727	-1.7319	0	0.13445	-1.7319	0.49188	rest	22	38453262	38471708
SLC16A8	-1.0382	-1.2628	-0.16944	-0.35155	-1.1638	-1.9461	0	-0.16944	-1.9461	0.18210999999999997	rest	22	38474144	38479170
BAIAP2L2	0.75177	0.11317	-0.14991	-0.22727	-1.0084	-2.1457	0	0.75177	-2.1457	0.6386000000000001	rest	22	38480896	38506971
PLA2G6	2.0222	1.0759	0.30782	0.241	0.2797	-1.9383	1	2.0222	-1.9383	0.9463000000000001	rest	22	38507502	38577857
MAFF	2.5081	1.1669	0.46326	0.26387	0.81331	-1.7885	1	2.5081	-1.7885	1.3412000000000002	rest	22	38597939	38612518
TMEM184B	1.5298	0.95445	0.13369	-0.48926	0.43499	-0.80004	0	1.5298	-0.80004	0.57535	rest	22	38612415	38669040
CSNK1E	0.07403	1.7539	1.0509	0.93216	1.2018	1.8827	0	1.8827	0.07403	0.12880000000000003	rest	22	38686697	38714089
KCNJ4	-0.27638	0.052782	0.75	-0.31301	0.092918	-0.3114	0	0.75	-0.31301	0.6570819999999999	rest	22	38822332	38851205
KDELR3	-1.0885	0.11182	0.87272	-0.45269	0.35134	-0.63957	0	0.87272	-1.0885	0.5213800000000001	rest	22	38864067	38879452
DDX17	0.0043762	0.34585	-0.045264	1.0044	0.15421	0.36218	0	1.0044	-0.045264	0.64222	rest	22	38879443	38903622
DMC1	0.42445	0.18588	-0.5388	0.67545	0.26011	0.52456	0	0.67545	-0.5388	0.15088999999999997	rest	22	38914954	38966201
FAM227A	0.62428	0.10853	-1.1823	0.39766	0.1906	0.33412	0	0.62428	-1.1823	0.22661999999999993	rest	22	38974125	39052634
CBY1	0.67748	0.16112	-1.2149	0.23217	0.25497	0.14882	0	0.67748	-1.2149	0.42251	rest	22	39052658	39069859
TOMM22	0.70519	0.1995	-1.1008	0.27634	0.3236	0.23188	0	0.70519	-1.1008	0.38159	rest	22	39077954	39080765
GTPBP1	0.37676	0.18626	-1.1011	0.49696	0.37031	0.36328	0	0.49696	-1.1011	0.12020000000000003	rest	22	39101733	39129592
JOSD1	0.396	0.13914	-1.298	0.46232	0.26996	0.34443	0	0.46232	-1.298	0.06631999999999999	rest	22	39081548	39097423
SUN2	-0.41611	0.37587	-0.95039	0.11272	-0.97575	0.057158	0	0.37587	-0.97575	0.26315	rest	22	39130719	39162338
DNAL4	-0.048522	0.79005	-1.4476	-2.0129	-2.0817	-1.7703	0	0.79005	-2.0817	0.838572	rest	22	39174513	39190161
NPTXR	-0.44518	0.98351	-1.2471	-1.5886	-0.81604	-1.6605	0	0.98351	-1.6605	1.42869	rest	22	39214456	39240017
CBX6	0.88367	0.7566	-2.0482	-0.97816	-1.5715	-2.1093	0	0.88367	-2.1093	0.1270699999999999	rest	22	39257468	39268258
APOBEC3A	-1.3992	-0.48003	-1.9149	0.022258	-0.3992	-0.44058	0	0.022258	-1.9149	0.421458	rest	22	39348755	39359189
APOBEC3B	-1.3935	0.77234	0.27694	-0.80609	-0.86581	-0.84011	0	0.77234	-1.3935	0.4954	rest	22	39378352	39388784
APOBEC3C	-0.1468	1.5257	1.8755	-0.88939	-0.98232	-0.20218	0	1.8755	-0.98232	0.3497999999999999	rest	22	39410265	39414843
APOBEC3D	0.89205	1.5132	2.0074	-0.5142	-0.90403	-0.13016	1	2.0074	-0.90403	0.4942	rest	22	39417118	39435686
APOBEC3F	1.5194	1.1505	1.9001	-0.0012087	-0.86982	0.22378	0	1.9001	-0.86982	0.3806999999999998	rest	22	39436609	39451977
APOBEC3G	2.2047	-0.26042	0.44714	1.151	-0.35469	1.2888	1	2.2047	-0.35469	0.9158999999999999	rest	22	39473010	39483748
APOBEC3H	1.9027	-0.6036	0.70919	1.0483	-0.41575	1.1944	0	1.9027	-0.6036	0.7083000000000002	rest	22	39493229	39500072
CBX7	0.40466	-1.362	-0.83423	-0.10828	-2.1871	-1.233	0	0.40466	-2.1871	0.5129400000000001	rest	22	39526777	39548661
PDGFB	-2.0877	-1.1003	0.53186	-1.1715	-0.82049	-1.2913	0	0.53186	-2.0877	1.35235	rest	22	39619685	39640957
RPL3	-0.32148	0.32657	-0.1481	-1.2379	-0.17857	-1.0216	0	0.32657	-1.2379	0.47467000000000004	rest	22	39708887	39715670
SYNGR1	-0.8919	1.3067	0.51766	-1.3789	-0.075324	-0.89621	0	1.3067	-1.3789	0.78904	rest	22	39745954	39781593
TAB1	-1.6315	2.2588	1.2623	-0.035793	0.037527	0.59569	1	2.2588	-1.6315	0.9964999999999999	rest	22	39795759	39833132
MGAT3	-0.87031	2.0078	0.96702	-0.93811	-0.64269	-0.35742	1	2.0078	-0.93811	1.04078	rest	22	39843235	39888199
MIEF1	-0.68843	0.62091	0.63032	-1.632	-1.0436	0.68149	0	0.68149	-1.632	0.05117000000000005	rest	22	39898197	39914139
ATF4	-0.73652	0.93043	0.79328	-1.1237	-0.94117	0.90107	0	0.93043	-1.1237	0.02935999999999994	rest	22	39916569	39918691
RPS19BP1	0.36598	-0.060867	0.33276	-0.53432	-0.39994	0.55624	0	0.55624	-0.53432	0.19025999999999993	rest	22	39925098	39928860
CACNA1I	0.16846	0.2042	0.64046	-0.78244	-1.0885	0.82624	0	0.82624	-1.0885	0.18577999999999995	rest	22	39966758	40085740
ENTHD1	-1.1124	-0.23224	-1.0392	0.84061	-2.0739	-1.281	0	0.84061	-2.0739	1.0728499999999999	rest	22	40139049	40289794
GRAP2	-0.1558	-0.32267	0.23774	0.23423	-0.35377	-1.0056	0	0.23774	-1.0056	0.003510000000000013	rest	22	40297086	40369347
FAM83F	0.087286	-0.79257	-0.77653	-0.96351	-0.84593	-0.88728	0	0.087286	-0.96351	0.863816	rest	22	40390953	40426043
TNRC6B	-0.88252	-0.38897	-0.12768	0.62099	-0.30406	0.2487	0	0.62099	-0.88252	0.37229	rest	22	40440046	40731812
ADSL	0.14378	-0.62638	0.26093	0.57234	0.3283	-0.40846	0	0.57234	-0.62638	0.24403999999999998	rest	22	40742504	40762577
SGSM3	0.18537	-0.93811	-0.21091	0.1989	0.19156	-0.33041	0	0.1989	-0.93811	0.007339999999999985	rest	22	40766571	40806293
MKL1	-1.8948	0.36672	1.0185	0.95507	-0.50169	1.9064	0	1.9064	-1.8948	0.8879000000000001	rest	22	40806292	41032690
MCHR1	-1.8625	0.47931	1.358	1.5809	0.39362	1.4398	0	1.5809	-1.8625	0.1411	rest	22	41075182	41078818
SLC25A17	1.4593	1.0685	2.3286	1.5978	-0.55123	-1.4694	1	2.3286	-1.4694	0.7307999999999997	rest	22	41165636	41215403
ST13	0.71406	-0.054902	0.7666	0.74837	-0.47259	-1.2862	0	0.7666	-1.2862	0.01822999999999997	rest	22	41220539	41253012
XPNPEP3	0.72491	0.49749	0.76838	1.0945	0.10899	-0.63482	0	1.0945	-0.63482	0.3261200000000001	rest	22	41253085	41328823
DNAJB7	0.96772	0.87862	0.89897	1.3374	0.55397	-0.2918	0	1.3374	-0.2918	0.3696799999999999	rest	22	41255553	41258130
RBX1	0.13601	0.91475	1.2395	0.94973	-0.10154	-0.43972	0	1.2395	-0.43972	0.2897700000000001	rest	22	41347351	41369019
EP300	0.34649	2.1371	1.5041	1.69	2.0844	1.0522	2	2.1371	0.34649	0.05270000000000019	rest	22	41488614	41576081
L3MBTL2	0.79596	2.3203	1.6513	1.9794	2.4131	1.4678	2	2.4131	0.79596	0.0928	rest	22	41601312	41627276
CHADL	0.65826	2.7183	1.9856	2.6155	2.6729	1.9452	3	2.7183	0.65826	0.04540000000000033	rest	22	41605861	41636935
RANGAP1	1.1059	2.6137	2.0038	2.772	2.5971	2.0245	5	2.772	1.1059	0.15829999999999966	rest	22	41640781	41682255
ZC3H7B	1.3414	2.212	1.8515	2.3695	2.5699	1.8998	3	2.5699	1.3414	0.20040000000000013	rest	22	41697507	41756151
TEF	1.2642	0.66187	0.60073	0.74718	1.6352	0.82914	0	1.6352	0.60073	0.371	rest	22	41763337	41795332
LOC100996598	1.3572	0.92185	0.98755	1.1702	1.7526	1.0872	0	1.7526	0.92185	0.3954	rest	22	41765086	41766400
TOB2	1.3862	0.85681	-0.08649	0.7254	1.3241	0.51098	0	1.3862	-0.08649	0.062100000000000044	rest	22	41829492	41844234
ACO2	1.4194	0.97043	0.11045	0.85082	1.4334	0.37468	0	1.4334	0.11045	0.014000000000000012	rest	22	41865099	41924993
